ENSMUST00000193198	ENSMUSG00000102628	Gm37671
ENSMUST00000017891	ENSMUSG00000017747	Ghdc
ENSMUST00000147682	ENSMUSG00000017747	Ghdc
ENSMUST00000139341	ENSMUSG00000017747	Ghdc
ENSMUST00020182520	ENSMUSG00002076748	7SK
ENSMUST00000018990	ENSMUSG00000018846	Pank3
ENSMUST00000092404	ENSMUSG00000034120	Srsf2
ENSMUST00000138484	ENSMUSG00000034120	Srsf2
ENSMUST00000176834	ENSMUSG00000034120	Srsf2
ENSMUST00000136914	ENSMUSG00000034120	Srsf2
ENSMUST00000177429	ENSMUSG00000034120	Srsf2
ENSMUST00000190993	ENSMUSG00000034120	Srsf2
ENSMUST00000083619	ENSMUSG00000065553	Mir103-1
ENSMUST00000018743	ENSMUSG00000018599	Mief2
ENSMUST00000154890	ENSMUSG00000018599	Mief2
ENSMUST00000146159	ENSMUSG00000018599	Mief2
ENSMUST00000174993	ENSMUSG00000092734	Mir5100
ENSMUST00000120504	ENSMUSG00000082688	Gm12124
ENSMUST00000158956	ENSMUSG00000089581	Gm23341
ENSMUST00000160726	ENSMUSG00000051062	Fbll1
ENSMUST00000018992	ENSMUSG00000018848	Rars
ENSMUST00000143205	ENSMUSG00000018848	Rars
ENSMUST00000165817	ENSMUSG00000018848	Rars
ENSMUST00000166122	ENSMUSG00000018848	Rars
ENSMUST00000137815	ENSMUSG00000018848	Rars
ENSMUST00000107358	ENSMUSG00000020919	Stat5b
ENSMUST00000004143	ENSMUSG00000020919	Stat5b
ENSMUST00000126266	ENSMUSG00000020919	Stat5b
ENSMUST00000018993	ENSMUSG00000018849	Wwc1
ENSMUST00000131001	ENSMUSG00000018849	Wwc1
ENSMUST00000127086	ENSMUSG00000018849	Wwc1
ENSMUST00000117261	ENSMUSG00000081571	Gm12125
ENSMUST00000139954	ENSMUSG00000020818	Mfsd11
ENSMUST00000125920	ENSMUSG00000020818	Mfsd11
ENSMUST00000135135	ENSMUSG00000020818	Mfsd11
ENSMUST00000136012	ENSMUSG00000020818	Mfsd11
ENSMUST00000126661	ENSMUSG00000020818	Mfsd11
ENSMUST00000021173	ENSMUSG00000020818	Mfsd11
ENSMUST00000151944	ENSMUSG00000020818	Mfsd11
ENSMUST00000106365	ENSMUSG00000020818	Mfsd11
ENSMUST00000106363	ENSMUSG00000020818	Mfsd11
ENSMUST00000153084	ENSMUSG00000020818	Mfsd11
ENSMUST00000147404	ENSMUSG00000020818	Mfsd11
ENSMUST00000134106	ENSMUSG00000020818	Mfsd11
ENSMUST00000102801	ENSMUSG00000049336	Tenm2
ENSMUST00000057207	ENSMUSG00000049336	Tenm2
ENSMUST00000157030	ENSMUSG00000049336	Tenm2
ENSMUST00000128501	ENSMUSG00000049336	Tenm2
ENSMUST00000155147	ENSMUSG00000049336	Tenm2
ENSMUST00000146113	ENSMUSG00000049336	Tenm2
ENSMUST00000149787	ENSMUSG00000049336	Tenm2
ENSMUST00000163524	ENSMUSG00000049336	Tenm2
ENSMUST00000147717	ENSMUSG00000087245	Gm12126
ENSMUST00000123278	ENSMUSG00000086375	Gm12127
ENSMUST00000083239	ENSMUSG00000065173	Gm22127
ENSMUST00000131013	ENSMUSG00000087388	Gm12128
ENSMUST00000103027	ENSMUSG00000043857	Mgat5b
ENSMUST00000139905	ENSMUSG00000043857	Mgat5b
ENSMUST00000136584	ENSMUSG00000043857	Mgat5b
ENSMUST00000126757	ENSMUSG00000043857	Mgat5b
ENSMUST00020182216	ENSMUSG00002076187	ENSMUSG00002076187
ENSMUST00000120104	ENSMUSG00000082587	Gm12129
ENSMUST00000150628	ENSMUSG00000086902	Gm11728
ENSMUST00000152401	ENSMUSG00000086902	Gm11728
ENSMUST00000133599	ENSMUSG00000087296	Gm12130
ENSMUST00000240209	ENSMUSG00000119681	Gm23520
ENSMUST00000139704	ENSMUSG00000085104	Gm11731
ENSMUST00000117479	ENSMUSG00000083806	Gm12131
ENSMUST00000157978	ENSMUSG00000088603	Gm24192
ENSMUST00000130945	ENSMUSG00000085301	Gm12132
ENSMUST00000121775	ENSMUSG00000082295	Gm12133
ENSMUST00000122109	ENSMUSG00000080749	Gm12134
ENSMUST00000232695	ENSMUSG00000086859	Snhg20
ENSMUST00000233685	ENSMUSG00000086859	Snhg20
ENSMUST00000232907	ENSMUSG00000086859	Snhg20
ENSMUST00000149822	ENSMUSG00000086859	Snhg20
ENSMUST00000233355	ENSMUSG00000086859	Snhg20
ENSMUST00000145438	ENSMUSG00000086859	Snhg20
ENSMUST00000182811	ENSMUSG00000086859	Snhg20
ENSMUST00000123904	ENSMUSG00000085588	3110004A20Rik
ENSMUST00000119170	ENSMUSG00000081097	Gm12135
ENSMUST00000120460	ENSMUSG00000082390	Gm12136
ENSMUST00020182044	ENSMUSG00002076896	ENSMUSG00002076896
ENSMUST00000119565	ENSMUSG00000080835	Gm12137
ENSMUST00000196236	ENSMUSG00000104740	Mir6516
ENSMUST00000002891	ENSMUSG00000002814	Top3a
ENSMUST00000117743	ENSMUSG00000002814	Top3a
ENSMUST00000102668	ENSMUSG00000002814	Top3a
ENSMUST00000120417	ENSMUSG00000002814	Top3a
ENSMUST00000124799	ENSMUSG00000002814	Top3a
ENSMUST00000130068	ENSMUSG00000002814	Top3a
ENSMUST00020183582	ENSMUSG00002076742	ENSMUSG00002076742
ENSMUST00000130437	ENSMUSG00000087057	Gm11730
ENSMUST00000147186	ENSMUSG00000087057	Gm11730
ENSMUST00000102667	ENSMUSG00000049323	Smcr8
ENSMUST00000056907	ENSMUSG00000049323	Smcr8
ENSMUST00000122180	ENSMUSG00000082087	Gm12138
ENSMUST00000004145	ENSMUSG00000004043	Stat5a
ENSMUST00000133036	ENSMUSG00000004043	Stat5a
ENSMUST00000107356	ENSMUSG00000004043	Stat5a
ENSMUST00000138083	ENSMUSG00000004043	Stat5a
ENSMUST00000154087	ENSMUSG00000004043	Stat5a
ENSMUST00000135272	ENSMUSG00000004043	Stat5a
ENSMUST00000107357	ENSMUSG00000004043	Stat5a
ENSMUST00000040167	ENSMUSG00000042032	Mat2b
ENSMUST00000101347	ENSMUSG00000042032	Mat2b
ENSMUST00000141830	ENSMUSG00000042032	Mat2b
ENSMUST00000137797	ENSMUSG00000042032	Mat2b
ENSMUST00000156867	ENSMUSG00000042032	Mat2b
ENSMUST00000109307	ENSMUSG00000042032	Mat2b
ENSMUST00000135617	ENSMUSG00000042032	Mat2b
ENSMUST00000127090	ENSMUSG00000020823	Sec14l1
ENSMUST00000021177	ENSMUSG00000020823	Sec14l1
ENSMUST00000103026	ENSMUSG00000020823	Sec14l1
ENSMUST00000090433	ENSMUSG00000020823	Sec14l1
ENSMUST00000146585	ENSMUSG00000020823	Sec14l1
ENSMUST00000153437	ENSMUSG00000020823	Sec14l1
ENSMUST00000020579	ENSMUSG00000020330	Hmmr
ENSMUST00000156399	ENSMUSG00000020330	Hmmr
ENSMUST00000127705	ENSMUSG00000020330	Hmmr
ENSMUST00000152749	ENSMUSG00000020330	Hmmr
ENSMUST00020182623	ENSMUSG00002076234	7SK
ENSMUST00000121669	ENSMUSG00000084052	Gm11745
ENSMUST00000020578	ENSMUSG00000020328	Nudcd2
ENSMUST00000127057	ENSMUSG00000020328	Nudcd2
ENSMUST00000127382	ENSMUSG00000020328	Nudcd2
ENSMUST00000141839	ENSMUSG00000020328	Nudcd2
ENSMUST00000144601	ENSMUSG00000020328	Nudcd2
ENSMUST00000018744	ENSMUSG00000020534	Shmt1
ENSMUST00000174093	ENSMUSG00000020534	Shmt1
ENSMUST00000174719	ENSMUSG00000020534	Shmt1
ENSMUST00000174174	ENSMUSG00000020534	Shmt1
ENSMUST00000174214	ENSMUSG00000020534	Shmt1
ENSMUST00000172804	ENSMUSG00000020534	Shmt1
ENSMUST00000135081	ENSMUSG00000020534	Shmt1
ENSMUST00000124227	ENSMUSG00000020534	Shmt1
ENSMUST00000173260	ENSMUSG00000020534	Shmt1
ENSMUST00000173698	ENSMUSG00000020534	Shmt1
ENSMUST00000172659	ENSMUSG00000020534	Shmt1
ENSMUST00020182205	ENSMUSG00002076148	ENSMUSG00002076148
ENSMUST00000119452	ENSMUSG00000081578	Gm12611
ENSMUST00000121754	ENSMUSG00000083016	Gm12618
ENSMUST00000020576	ENSMUSG00000020326	Ccng1
ENSMUST00000151359	ENSMUSG00000020326	Ccng1
ENSMUST00000083982	ENSMUSG00000065916	Gm24446
ENSMUST00000119350	ENSMUSG00000084129	Hmgb1-ps1
ENSMUST00000133945	ENSMUSG00000086475	Platr13
ENSMUST00000121214	ENSMUSG00000081112	Gm12140
ENSMUST00000119713	ENSMUSG00000058809	Hspd1-ps3
ENSMUST00000117114	ENSMUSG00000081847	Btf3-ps7
ENSMUST00000139508	ENSMUSG00000087306	A230004M16Rik
ENSMUST00000125365	ENSMUSG00000087306	A230004M16Rik
ENSMUST00000155032	ENSMUSG00000087306	A230004M16Rik
ENSMUST00000108718	ENSMUSG00000042569	Dhrs7b
ENSMUST00000042281	ENSMUSG00000042569	Dhrs7b
ENSMUST00000119666	ENSMUSG00000084293	Gm12143
ENSMUST00000062677	ENSMUSG00000043284	Tmem11
ENSMUST00000155031	ENSMUSG00000043284	Tmem11
ENSMUST00000168218	ENSMUSG00000043284	Tmem11
ENSMUST00000019075	ENSMUSG00000018931	Natd1
ENSMUST00000143800	ENSMUSG00000018931	Natd1
ENSMUST00000123544	ENSMUSG00000042549	Map2k3os
ENSMUST00000093907	ENSMUSG00000059248	Septin9
ENSMUST00000106354	ENSMUSG00000059248	Septin9
ENSMUST00000019038	ENSMUSG00000059248	Septin9
ENSMUST00000153668	ENSMUSG00000059248	Septin9
ENSMUST00000127383	ENSMUSG00000059248	Septin9
ENSMUST00000100193	ENSMUSG00000059248	Septin9
ENSMUST00000106349	ENSMUSG00000059248	Septin9
ENSMUST00000155331	ENSMUSG00000059248	Septin9
ENSMUST00000134852	ENSMUSG00000059248	Septin9
ENSMUST00000129387	ENSMUSG00000059248	Septin9
ENSMUST00000123882	ENSMUSG00000086050	Gm16045
ENSMUST00000124901	ENSMUSG00000086588	Gm11729
ENSMUST00000019076	ENSMUSG00000018932	Map2k3
ENSMUST00000130269	ENSMUSG00000018932	Map2k3
ENSMUST00000145828	ENSMUSG00000018932	Map2k3
ENSMUST00000126043	ENSMUSG00000018932	Map2k3
ENSMUST00000137739	ENSMUSG00000018932	Map2k3
ENSMUST00000137609	ENSMUSG00000018932	Map2k3
ENSMUST00000165677	ENSMUSG00000083705	Gm8624
ENSMUST00000118083	ENSMUSG00000083705	Gm8624
ENSMUST00000151381	ENSMUSG00000085336	Gm11732
ENSMUST00000212879	ENSMUSG00000110653	Gm34418
ENSMUST00000092394	ENSMUSG00000069588	Gm11733
ENSMUST00000132261	ENSMUSG00000085419	Gm11734
ENSMUST00000089184	ENSMUSG00000042529	Kcnj12
ENSMUST00000041944	ENSMUSG00000042529	Kcnj12
ENSMUST00000108717	ENSMUSG00000042529	Kcnj12
ENSMUST00000155384	ENSMUSG00000054418	2900041M22Rik
ENSMUST00000070725	ENSMUSG00000020436	Gabrg2
ENSMUST00000070735	ENSMUSG00000020436	Gabrg2
ENSMUST00000146198	ENSMUSG00000020436	Gabrg2
ENSMUST00000109290	ENSMUSG00000020436	Gabrg2
ENSMUST00000010286	ENSMUSG00000010142	Tnfrsf13b
ENSMUST00000146033	ENSMUSG00000010142	Tnfrsf13b
ENSMUST00000139422	ENSMUSG00000010142	Tnfrsf13b
ENSMUST00000137832	ENSMUSG00000010142	Tnfrsf13b
ENSMUST00000130708	ENSMUSG00000010142	Tnfrsf13b
ENSMUST00000123378	ENSMUSG00000010142	Tnfrsf13b
ENSMUST00000101103	ENSMUSG00000010142	Tnfrsf13b
ENSMUST00000122273	ENSMUSG00000080912	Gm12269
ENSMUST00000041683	ENSMUSG00000042506	Usp22
ENSMUST00000173525	ENSMUSG00000042506	Usp22
ENSMUST00000174035	ENSMUSG00000042506	Usp22
ENSMUST00000174301	ENSMUSG00000042506	Usp22
ENSMUST00000174220	ENSMUSG00000042506	Usp22
ENSMUST00000117939	ENSMUSG00000082626	Rps13-ps5
ENSMUST00000141115	ENSMUSG00000025571	Tnrc6c
ENSMUST00000106344	ENSMUSG00000025571	Tnrc6c
ENSMUST00000138299	ENSMUSG00000025571	Tnrc6c
ENSMUST00000140347	ENSMUSG00000025571	Tnrc6c
ENSMUST00000141287	ENSMUSG00000025571	Tnrc6c
ENSMUST00000026658	ENSMUSG00000025571	Tnrc6c
ENSMUST00000205546	ENSMUSG00000010803	Gabra1
ENSMUST00000020707	ENSMUSG00000010803	Gabra1
ENSMUST00000206105	ENSMUSG00000010803	Gabra1
ENSMUST00000207274	ENSMUSG00000010803	Gabra1
ENSMUST00000153147	ENSMUSG00000010803	Gabra1
ENSMUST00000132971	ENSMUSG00000010803	Gabra1
ENSMUST00000169305	ENSMUSG00000010803	Gabra1
ENSMUST00000206085	ENSMUSG00000010803	Gabra1
ENSMUST00000147792	ENSMUSG00000019102	Aldh3a1
ENSMUST00000108716	ENSMUSG00000019102	Aldh3a1
ENSMUST00000019246	ENSMUSG00000019102	Aldh3a1
ENSMUST00000020703	ENSMUSG00000020428	Gabra6
ENSMUST00000155218	ENSMUSG00000020428	Gabra6
ENSMUST00000109286	ENSMUSG00000020428	Gabra6
ENSMUST00000103114	ENSMUSG00000004040	Stat3
ENSMUST00000127638	ENSMUSG00000004040	Stat3
ENSMUST00000137093	ENSMUSG00000004040	Stat3
ENSMUST00000092671	ENSMUSG00000004040	Stat3
ENSMUST00000138438	ENSMUSG00000004040	Stat3
ENSMUST00000152601	ENSMUSG00000004040	Stat3
ENSMUST00000155972	ENSMUSG00000004040	Stat3
ENSMUST00000137367	ENSMUSG00000004040	Stat3
ENSMUST00000156645	ENSMUSG00000004040	Stat3
ENSMUST00000151544	ENSMUSG00000004040	Stat3
ENSMUST00000146971	ENSMUSG00000004040	Stat3
ENSMUST00000154170	ENSMUSG00000004040	Stat3
ENSMUST00000152623	ENSMUSG00000004040	Stat3
ENSMUST00000130686	ENSMUSG00000004040	Stat3
ENSMUST00000066277	ENSMUSG00000010025	Aldh3a2
ENSMUST00000208086	ENSMUSG00000010025	Aldh3a2
ENSMUST00000074127	ENSMUSG00000010025	Aldh3a2
ENSMUST00000108715	ENSMUSG00000010025	Aldh3a2
ENSMUST00000141368	ENSMUSG00000010025	Aldh3a2
ENSMUST00000147291	ENSMUSG00000010025	Aldh3a2
ENSMUST00000128991	ENSMUSG00000010025	Aldh3a2
ENSMUST00000149298	ENSMUSG00000010025	Aldh3a2
ENSMUST00000060792	ENSMUSG00000004044	Cavin1
ENSMUST00000132934	ENSMUSG00000004044	Cavin1
ENSMUST00000007797	ENSMUSG00000007653	Gabrb2
ENSMUST00000140463	ENSMUSG00000007653	Gabrb2
ENSMUST00000136050	ENSMUSG00000007653	Gabrb2
ENSMUST00000143626	ENSMUSG00000007653	Gabrb2
ENSMUST00000192403	ENSMUSG00000007653	Gabrb2
ENSMUST00020182419	ENSMUSG00002076784	7SK
ENSMUST00000069051	ENSMUSG00000055456	Gm9972
ENSMUST00000142108	ENSMUSG00000085951	Gm12145
ENSMUST00000134423	ENSMUSG00000069855	Slc47a2
ENSMUST00000147450	ENSMUSG00000069855	Slc47a2
ENSMUST00000093029	ENSMUSG00000069855	Slc47a2
ENSMUST00000131606	ENSMUSG00000025572	Tmc6
ENSMUST00000026659	ENSMUSG00000025572	Tmc6
ENSMUST00000148220	ENSMUSG00000025572	Tmc6
ENSMUST00000149589	ENSMUSG00000025572	Tmc6
ENSMUST00000103025	ENSMUSG00000025572	Tmc6
ENSMUST00000143406	ENSMUSG00000025572	Tmc6
ENSMUST00000136729	ENSMUSG00000025572	Tmc6
ENSMUST00000152304	ENSMUSG00000025572	Tmc6
ENSMUST00000127227	ENSMUSG00000025572	Tmc6
ENSMUST00000240018	ENSMUSG00000119377	Gm25929
ENSMUST00000148911	ENSMUSG00000055415	Atp10b
ENSMUST00000077659	ENSMUSG00000055415	Atp10b
ENSMUST00000238415	ENSMUSG00000055415	Atp10b
ENSMUST00000127604	ENSMUSG00000085533	Gm12146
ENSMUST00000136288	ENSMUSG00000086170	Gm12144
ENSMUST00000144024	ENSMUSG00000086791	Gm12147
ENSMUST00000083667	ENSMUSG00000065601	Mir146
ENSMUST00000153791	ENSMUSG00000084889	Gm12148
ENSMUST00000010267	ENSMUSG00000010122	Slc47a1
ENSMUST00000131723	ENSMUSG00000010122	Slc47a1
ENSMUST00000147583	ENSMUSG00000010122	Slc47a1
ENSMUST00000148671	ENSMUSG00000010122	Slc47a1
ENSMUST00000210265	ENSMUSG00000109829	Gm45605
ENSMUST00000121719	ENSMUSG00000082032	Gm12271
ENSMUST00000020687	ENSMUSG00000020415	Pttg1
ENSMUST00000117446	ENSMUSG00000020415	Pttg1
ENSMUST00000140434	ENSMUSG00000020415	Pttg1
ENSMUST00000101340	ENSMUSG00000020415	Pttg1
ENSMUST00000118368	ENSMUSG00000020415	Pttg1
ENSMUST00000121638	ENSMUSG00000020415	Pttg1
ENSMUST00000152115	ENSMUSG00000020415	Pttg1
ENSMUST00000020685	ENSMUSG00000020415	Pttg1
ENSMUST00000150726	ENSMUSG00000020415	Pttg1
ENSMUST00000148130	ENSMUSG00000020415	Pttg1
ENSMUST00000127080	ENSMUSG00000050106	Tmc8
ENSMUST00000050874	ENSMUSG00000050106	Tmc8
ENSMUST00000106334	ENSMUSG00000050106	Tmc8
ENSMUST00000117781	ENSMUSG00000050106	Tmc8
ENSMUST00000119455	ENSMUSG00000050106	Tmc8
ENSMUST00000156458	ENSMUSG00000050106	Tmc8
ENSMUST00000155505	ENSMUSG00000087486	Gm11723
ENSMUST00000125577	ENSMUSG00000087669	Gm11724
ENSMUST00000106331	ENSMUSG00000025573	6030468B19Rik
ENSMUST00000132298	ENSMUSG00000093485	Gm20708
ENSMUST00000026649	ENSMUSG00000048277	Syngr2
ENSMUST00000177131	ENSMUSG00000048277	Syngr2
ENSMUST00000177241	ENSMUSG00000048277	Syngr2
ENSMUST00000120928	ENSMUSG00000048277	Syngr2
ENSMUST00000175737	ENSMUSG00000048277	Syngr2
ENSMUST00000143852	ENSMUSG00000048277	Syngr2
ENSMUST00000176936	ENSMUSG00000048277	Syngr2
ENSMUST00000026661	ENSMUSG00000025574	Tk1
ENSMUST00000141939	ENSMUSG00000025574	Tk1
ENSMUST00000153872	ENSMUSG00000025574	Tk1
ENSMUST00000154790	ENSMUSG00000025574	Tk1
ENSMUST00000153298	ENSMUSG00000025574	Tk1
ENSMUST00000129852	ENSMUSG00000025574	Tk1
ENSMUST00000150027	ENSMUSG00000025574	Tk1
ENSMUST00000126128	ENSMUSG00000020409	Slu7
ENSMUST00000151880	ENSMUSG00000020409	Slu7
ENSMUST00000020681	ENSMUSG00000020409	Slu7
ENSMUST00000149402	ENSMUSG00000020409	Slu7
ENSMUST00000136541	ENSMUSG00000020409	Slu7
ENSMUST00000178622	ENSMUSG00000020409	Slu7
ENSMUST00000121374	ENSMUSG00000084307	Gm12151
ENSMUST00000173002	ENSMUSG00000046491	C1qtnf2
ENSMUST00000057679	ENSMUSG00000046491	C1qtnf2
ENSMUST00000151912	ENSMUSG00000046491	C1qtnf2
ENSMUST00000050574	ENSMUSG00000044707	Ccnjl
ENSMUST00000152153	ENSMUSG00000044707	Ccnjl
ENSMUST00000130874	ENSMUSG00000085239	Gm12150
ENSMUST00000073388	ENSMUSG00000017718	Afmid
ENSMUST00000149668	ENSMUSG00000017718	Afmid
ENSMUST00000153850	ENSMUSG00000017718	Afmid
ENSMUST00000139945	ENSMUSG00000017718	Afmid
ENSMUST00000148016	ENSMUSG00000017718	Afmid
ENSMUST00000131268	ENSMUSG00000017718	Afmid
ENSMUST00000056256	ENSMUSG00000045877	4933415A04Rik
ENSMUST00000060255	ENSMUSG00000010086	Rnf112
ENSMUST00000054927	ENSMUSG00000010086	Rnf112
ENSMUST00000102661	ENSMUSG00000010086	Rnf112
ENSMUST00000152137	ENSMUSG00000010086	Rnf112
ENSMUST00000126859	ENSMUSG00000010086	Rnf112
ENSMUST00000136966	ENSMUSG00000010086	Rnf112
ENSMUST00000130648	ENSMUSG00000010086	Rnf112
ENSMUST00000020672	ENSMUSG00000020405	Fabp6
ENSMUST00000117511	ENSMUSG00000082614	Gm12149
ENSMUST00000122465	ENSMUSG00000083662	Gm12152
ENSMUST00000081387	ENSMUSG00000017716	Birc5
ENSMUST00000093906	ENSMUSG00000017716	Birc5
ENSMUST00000093905	ENSMUSG00000070330	Tmem235
ENSMUST00000109280	ENSMUSG00000044950	Pwwp2a
ENSMUST00000129229	ENSMUSG00000044950	Pwwp2a
ENSMUST00000130467	ENSMUSG00000044950	Pwwp2a
ENSMUST00000094294	ENSMUSG00000044950	Pwwp2a
ENSMUST00000148461	ENSMUSG00000044950	Pwwp2a
ENSMUST00000061070	ENSMUSG00000044950	Pwwp2a
ENSMUST00000033230	ENSMUSG00000017713	Tha1
ENSMUST00000153989	ENSMUSG00000017713	Tha1
ENSMUST00000138354	ENSMUSG00000017713	Tha1
ENSMUST00000125607	ENSMUSG00000085434	Gm11725
ENSMUST00000121028	ENSMUSG00000082562	Gm11726
ENSMUST00000064783	ENSMUSG00000042436	Mfap4
ENSMUST00000040522	ENSMUSG00000042436	Mfap4
ENSMUST00000127073	ENSMUSG00000042436	Mfap4
ENSMUST00000126308	ENSMUSG00000042436	Mfap4
ENSMUST00000054002	ENSMUSG00000053113	Socs3
ENSMUST00000123255	ENSMUSG00000053113	Socs3
ENSMUST00000132295	ENSMUSG00000053113	Socs3
ENSMUST00000109278	ENSMUSG00000041278	Ttc1
ENSMUST00000147984	ENSMUSG00000041278	Ttc1
ENSMUST00000048578	ENSMUSG00000041278	Ttc1
ENSMUST00000067258	ENSMUSG00000050541	Adra1b
ENSMUST00000139906	ENSMUSG00000050541	Adra1b
ENSMUST00000124306	ENSMUSG00000050541	Adra1b
ENSMUST00000167574	ENSMUSG00000050541	Adra1b
ENSMUST00000148504	ENSMUSG00000087172	Gm12153
ENSMUST00000145584	ENSMUSG00000086738	Gm12154
ENSMUST00000121267	ENSMUSG00000082790	Gm12155
ENSMUST00000102796	ENSMUSG00000004296	Il12b
ENSMUST00000170513	ENSMUSG00000004296	Il12b
ENSMUST00000102795	ENSMUSG00000041231	Ublcp1
ENSMUST00000151875	ENSMUSG00000041231	Ublcp1
ENSMUST00000129054	ENSMUSG00000041231	Ublcp1
ENSMUST00000136709	ENSMUSG00000041231	Ublcp1
ENSMUST00000156551	ENSMUSG00000041231	Ublcp1
ENSMUST00000150032	ENSMUSG00000041231	Ublcp1
ENSMUST00000132676	ENSMUSG00000017715	Pgs1
ENSMUST00000017859	ENSMUSG00000017715	Pgs1
ENSMUST00000100185	ENSMUSG00000017715	Pgs1
ENSMUST00000155507	ENSMUSG00000017715	Pgs1
ENSMUST00020183361	ENSMUSG00002075244	ENSMUSG00002075244
ENSMUST00000119188	ENSMUSG00000082750	Gm12156
ENSMUST00000184982	ENSMUSG00000098958	Mir6933
ENSMUST00000152755	ENSMUSG00000001034	Mapk7
ENSMUST00000101085	ENSMUSG00000001034	Mapk7
ENSMUST00000128478	ENSMUSG00000001034	Mapk7
ENSMUST00000125840	ENSMUSG00000001034	Mapk7
ENSMUST00000079080	ENSMUSG00000001034	Mapk7
ENSMUST00000108714	ENSMUSG00000001034	Mapk7
ENSMUST00000153441	ENSMUSG00000001034	Mapk7
ENSMUST00000126495	ENSMUSG00000001034	Mapk7
ENSMUST00000129272	ENSMUSG00000001034	Mapk7
ENSMUST00000139663	ENSMUSG00000001034	Mapk7
ENSMUST00000135521	ENSMUSG00000001034	Mapk7
ENSMUST00000139932	ENSMUSG00000001034	Mapk7
ENSMUST00000123360	ENSMUSG00000001034	Mapk7
ENSMUST00000140779	ENSMUSG00000001034	Mapk7
ENSMUST00000137010	ENSMUSG00000060808	B9d1os
ENSMUST00000101327	ENSMUSG00000019189	Rnf145
ENSMUST00000127907	ENSMUSG00000019189	Rnf145
ENSMUST00000124959	ENSMUSG00000019189	Rnf145
ENSMUST00000150257	ENSMUSG00000019189	Rnf145
ENSMUST00000129676	ENSMUSG00000019189	Rnf145
ENSMUST00000019333	ENSMUSG00000019189	Rnf145
ENSMUST00000128652	ENSMUSG00000086501	4930597A21Rik
ENSMUST00000102657	ENSMUSG00000001039	B9d1
ENSMUST00000140548	ENSMUSG00000001039	B9d1
ENSMUST00000138057	ENSMUSG00000001039	B9d1
ENSMUST00000155176	ENSMUSG00000001039	B9d1
ENSMUST00000127889	ENSMUSG00000001039	B9d1
ENSMUST00000146562	ENSMUSG00000001039	B9d1
ENSMUST00000191765	ENSMUSG00000102563	Gm37695
ENSMUST00000044721	ENSMUSG00000019302	Atp6v0a1
ENSMUST00000103110	ENSMUSG00000019302	Atp6v0a1
ENSMUST00000092663	ENSMUSG00000019302	Atp6v0a1
ENSMUST00000154896	ENSMUSG00000019302	Atp6v0a1
ENSMUST00000151554	ENSMUSG00000019302	Atp6v0a1
ENSMUST00000139619	ENSMUSG00000019302	Atp6v0a1
ENSMUST00000134919	ENSMUSG00000019302	Atp6v0a1
ENSMUST00000127810	ENSMUSG00000019302	Atp6v0a1
ENSMUST00000139857	ENSMUSG00000019302	Atp6v0a1
ENSMUST00000168757	ENSMUSG00000019302	Atp6v0a1
ENSMUST00000081265	ENSMUSG00000057098	Ebf1
ENSMUST00000101326	ENSMUSG00000057098	Ebf1
ENSMUST00000109268	ENSMUSG00000057098	Ebf1
ENSMUST00000140822	ENSMUSG00000057098	Ebf1
ENSMUST00000149997	ENSMUSG00000057098	Ebf1
ENSMUST00000135993	ENSMUSG00000057098	Ebf1
ENSMUST00000138452	ENSMUSG00000057098	Ebf1
ENSMUST00000130493	ENSMUSG00000085784	Gm12158
ENSMUST00000143869	ENSMUSG00000084773	Gm12159
ENSMUST00000146372	ENSMUSG00000087089	Gm12160
ENSMUST00000185166	ENSMUSG00000098415	Mir6928
ENSMUST00000193653	ENSMUSG00000103248	Gm38087
ENSMUST00000195753	ENSMUSG00000104099	Gm37312
ENSMUST00000121454	ENSMUSG00000080981	Gm12161
ENSMUST00000129432	ENSMUSG00000085476	Gm12162
ENSMUST00000123422	ENSMUSG00000085476	Gm12162
ENSMUST00000104132	ENSMUSG00000077320	Gm22284
ENSMUST00000137002	ENSMUSG00000086686	F630206G17Rik
ENSMUST00000121597	ENSMUSG00000083017	Gm12163
ENSMUST00000001802	ENSMUSG00000001751	Naglu
ENSMUST00000140735	ENSMUSG00000001751	Naglu
ENSMUST00000138409	ENSMUSG00000001751	Naglu
ENSMUST00000121695	ENSMUSG00000081251	Gm12164
ENSMUST00020182361	ENSMUSG00002075680	ENSMUSG00002075680
ENSMUST00000019445	ENSMUSG00000019301	Hsd17b1
ENSMUST00000001806	ENSMUSG00000001755	Coasy
ENSMUST00000151056	ENSMUSG00000001755	Coasy
ENSMUST00000151686	ENSMUSG00000001755	Coasy
ENSMUST00000107308	ENSMUSG00000001755	Coasy
ENSMUST00000109261	ENSMUSG00000006169	Clint1
ENSMUST00000109260	ENSMUSG00000006169	Clint1
ENSMUST00000133715	ENSMUSG00000006169	Clint1
ENSMUST00000132685	ENSMUSG00000033987	Dnah17
ENSMUST00000217584	ENSMUSG00000033987	Dnah17
ENSMUST00000018719	ENSMUSG00000033987	Dnah17
ENSMUST00000084803	ENSMUSG00000033987	Dnah17
ENSMUST00000106308	ENSMUSG00000033987	Dnah17
ENSMUST00000134069	ENSMUSG00000085511	Gm11738
ENSMUST00000129820	ENSMUSG00000044847	Lsm11
ENSMUST00000062458	ENSMUSG00000044847	Lsm11
ENSMUST00000011398	ENSMUSG00000011254	Thg1l
